,lextype,id,woi,senseid,context
6922,giant-a,800294,Giants,999997,"And then the Phalange killed him too.  When Bashir Gemayel's own baby daughter was killed in a car bomb attempt on his life in east Beirut, Suleiman Franjieh, who was now secluded in his home town of Zghorta under the protection of his Marada (Giants) militia, could scarcely suppress his satisfaction."
6923,giant-n,800002,giant,530183,"`I became independent"" &dash. and showed them all.  Assuming full command over his marketing, Koons began placing his work with influential collectors, such as advertising giant Charles Saatchi and Greek tycoon Dakis Joannou."
6924,giant-n,800003,giant,530183,"THE MARCH to popular capitalism proceeds apace.  After last week's Revenue announcement that more than #1bn had beep taken by Personal Equity Plans, two new PEPs have been launched this week by stockbrokers Credit Suisse Buckmaster &and. Moore and life insurance giant Norwich Union."
6925,giant-n,800007,giant,530183,"As with every other technological innovation, they may attempt to protect their `inventions"" which means after altering the genes, they could slap a patent on it, making it possible to own not just an idea and a technique, but the matrix of a living animal.  The OncoMouse, developed at Harvard University by Philip Leder and Timothy Stewart and marketed by pharmaceutical giant Du Pont, became the first patented animal in 1988."
6926,giant-n,800009,Giant's,530189,"Well of course that's not quite true.  Most Irishmen are very proud of what they have here, of the  Giant's Causeway and all along the Irish coastline."
6927,giant-n,800010,giant,530300,"Now I know the way I don't feel tired no more.  Sometimes I get a little dizzy and that and I sort of feel real tall &dash. you know, like a giant."
6928,giant-n,800011,giants,530280,"They also make excellent cut flowers, lasting anything up to three weeks in the vase.  Eremurus bungei is one of the shorter varieties which grows to about three feet, while robustus is one of the giants growing up to 7ft."
6929,giant-n,800012,giant,530183,The council has been fighting to remove the rooftop shark from Mr Heine's home in New High Street for four years.  AN OXFORD boutique has shelved plans to close after the collapse of a deal to sell its lease to fast-food giant McDonalds.
6930,giant-n,800013,Giants,530187,"I would remind you that the Titanic was built by professionals but that Noah was an amateur.  Dudley Wood, RFU secretary. I heard Dusty Baker (Giants batting coach) yell `Earthquake]""."
6931,giant-n,800014,giant,530183,"ERNEST Saunders, the former Guinness chief, yesterday denounced as `a blatant lie"" claims that he had bought #212,000-worth of the brewery's shares for his personal Swiss bank account.  He told Southwark Crown Court that the financier, Sir Jack Lyons, had managed his family's Swiss funds, and denied he had bought the Guinness shares in the wake of a `bombing raid"" on the company's stock during the #2.7 billion bid battle for the whisky giant, Distillers, in 1986."
6932,giant-n,800017,giant,530183,"The company works closely with around 30 international banks although the spokesman would not identify those who had volunteered to spurn any attempt to underwrite a cash element for the controversial offer.  But as some financial institutions were promising support for the besieged tobacco to retailing and insurance giant, others were adding their names to the bidding group."
6933,giant-n,800019,Giant's,530189,"This section is one of the most dramatic, weaving in and out of sheltered coves and exposed headlands.  As an appetiser to the spectacle approaching, the rocks begin to take on an unusually geometric shape, until on turning the jagged headland of Part na Spanaigh, the astonishing site of 40,000 mostly hexagonal stone columns comes into view. The Giant's Causeway is hard to believe until you are standing on it."
6934,giant-n,800020,giant,530183,"Hinton and Higgs' growing interest led to the formation of a Rotterdam-based joint venture company, European Safety and Health Consultants, earlier this year.  This company has recently been providing training on the treatment and removal of asbestos for the electronics giant Philips in Eindhoven."
6935,giant-n,800022,giants,530280,"To  adapt the slogan `Put the Great back in Britain"", some of them have begun  to put the river back into river management.  It remains to be seen whether at  this eleventh hour for the English countryside, those other giants, the forestry  and the agriculture industries, are also prepared to take seriously a wider frame  of reference."
6936,giant-n,800024,giant,530183,"Jaguar was inspired by stories that General Motors was preparing to bid.  The shares roared ahead 34p to 633p. Ford, the US car giant, has already declared its interest in moving in on Jaguar."
6937,giant-n,800025,giant,530183,"But in spite of clear signals from Virgin Records that it wants to remain independent, speculation was rife that the purchaser might be Sony.  Industry observers fear that this would be another nail in the coffin of the independent record industry. In 1988 the Japanese giant bought CBS records for dollars 2bn and last week it announced that it would take control of Columbia pictures."
6938,giant-n,800027,giants,530183,"For example, it is at least worth asking the question whether size will continue to dominate the food sector.  Last year the top five food multiples, Sainsbury, Tesco, Gateway, Argyll and Asda, took nearly 62 per cent of grocery sales, up from just over 58 per cent in 1986. But at some stage this apparently inexorable advance of the giants will stop."
6939,giant-n,800029,Giants,530187,"Last week Johnson vowed not to stand down as chief of the Auckland games after police questioned him in an investigation into a NZdollars 10m ( #3.7m) fraud.  KINGSTON won their first trophy since re-forming at the start of this season, but the improving Manchester Giants forced them to work harder than expected for their 86-77 victory in the NatWest Trophy final at the Royal Albert Hall, London, last night, writes Rob Dugdale."
